[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],US 1120 Balance Sheet_Name,[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
2200,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,K2BP3,,,,,,,,,,
2230,Sonderausgaben unbeschränkt abzugsfähig ,Sonderausgaben unbeschränkt abzugsfähig ,Owner's Equity,,,No,,K2BP3,,,,,,,,,,
2250,Zuwendungen- Spenden,Zuwendungen- Spenden,Owner's Equity,,,No,,K2BP3,,,,,,,,,,
2280,Ausgewöhnliche Belastungen,Ausgewöhnliche Belastungen,Owner's Equity,,,No,,K2BP3,,,,,,,,,,
2300,Grundstücksaufwand,Grundstücksaufwand,Owner's Equity,,,No,,K2BP3,,,,,,,,,,
2349,Grundstücksaufwand (Umsatzsteuerschlüssel möglich),Grundstücksaufwand (Umsatzsteuerschlüssel möglich),Owner's Equity,,,No,,K2BP3,,,,,,,,,,
2350,Grundstücksertrag,Grundstücksertrag,Owner's Equity,,,No,,K2BP3,,,,,,,,,,
2399,Grundstücksertrag ( Umsatzsteuerschlüssel möglich),Grundstücksertrag ( Umsatzsteuerschlüssel möglich),Owner's Equity,,,No,,K2BP3,,,,,,,,,,
K2BP4,Privat Teilhafter,Privat Teilhafter,Owner's Equity,,,Yes,,K2BP,K2BP4,Privat Teilhafter,,,,,,,,
2500,Privatentnahmen allgemein,Privatentnahmen allgemein,Owner's Equity,,,No,,K2BP4,,,,,,,,,,
2530,Unentgeltliche Wertabgaben,Unentgeltliche Wertabgaben,Owner's Equity,,,No,,K2BP4,,,,,,,,,,
2550,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,K2BP4,,,,,,,,,,
2580,Privateinlagen,Privateinlagen,Owner's Equity,,,No,,K2BP4,,,,,,,,,,
2600,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,K2BP4,,,,,,,,,,
2630,Sonderausgaben unbeschränkt abzugsfähig ,Sonderausgaben unbeschränkt abzugsfähig ,Owner's Equity,,,No,,K2BP4,,,,,,,,,,
2650,Zuwendungen- Spenden,Zuwendungen- Spenden,Owner's Equity,,,No,,K2BP4,,,,,,,,,,
2680,Ausgewöhnliche Belastungen,Ausgewöhnliche Belastungen,Owner's Equity,,,No,,K2BP4,,,,,,,,,,
2700,Grundstücksaufwand,Grundstücksaufwand,Owner's Equity,,,No,,K2BP4,,,,,,,,,,
2750,Grundstücksertrag,Grundstücksertrag,Owner's Equity,,,No,,K2BP4,,,,,,,,,,
K2BP5,Gezeichnetes Kapital,Gezeichnetes Kapital,Owner's Equity,,,Yes,,K2BP,K2BP5,Gezeichnetes Kapital,,,,,,,,
K2BP51,Gezeichnetes Kapital,Gezeichnetes Kapital,Owner's Equity,,,Yes,,K2BP5,,,,,,,,,,
2900,Gezeichnetes Kapital,Gezeichnetes Kapital,Owner's Equity,,,No,,K2BP51,,,,,,,,,,
K2BP52,Nicht eingeforderte ausstehende Einlagen,Nicht eingeforderte ausstehende Einlagen,Owner's Equity,,,Yes,,K2BP5,,,,,,,,,,
2910,Ausstehende Einlagen auf das gezeichnete Kapital- nicht eingefordert (Passivausweis- von gezeichnetem Kapital offen abgesetzt eingeforderte ausstehende Einlagen s. Konto 1298),Ausstehende Einlagen auf das gezeichnete Kapital- nicht eingefordert (Passivausweis- von gezeichnetem Kapital offen abgesetzt eingeforderte ausstehende Einlagen s. Konto 1298),Owner's Equity,,,No,,K2BP52,,,,,,,,,,
K2BP6,Kapitalrücklage,Kapitalrücklage,Owner's Equity,,,Yes,,K2BP,K2BP6,Kapitalrücklage,,,,,,,,
K2BP61,Kapitalrücklage,Kapitalrücklage,Owner's Equity,,,Yes,,K2BP6,,,,,,,,,,
2920,Kapitalrücklage,Kapitalrücklage,Owner's Equity,,,Yes,,K2BP61,,,,,,,,,,
2925,Kapitalrücklage durch Ausgabe von Anteilen über Nennbetrag,Kapitalrücklage durch Ausgabe von Anteilen über Nennbetrag,Owner's Equity,,,No,,2920,,,,,,,,,,
2926,Kapitalrücklage durch Ausgabe von Schuldverschreibungen für Wandlungsrechte und Optionsrechte zum Erwerb von Anteilen,Kapitalrücklage durch Ausgabe von Schuldverschreibungen für Wandlungsrechte und Optionsrechte zum Erwerb von Anteilen,Owner's Equity,,,No,,2920,,,,,,,,,,
2927,Kapitalrücklage durch Zuzahlungen gegen Gewährung eines Vorzugs für Anteile,Kapitalrücklage durch Zuzahlungen gegen Gewährung eines Vorzugs für Anteile,Owner's Equity,,,No,,2920,,,,,,,,,,
2928,Andere Zuzahlungen in das Eigenkapital ,Andere Zuzahlungen in das Eigenkapital ,Owner's Equity,,,No,,2920,,,,,,,,,,
2929,Eingefordertes Nachschusskapital (Gegenkonto 1299),Eingefordertes Nachschusskapital (Gegenkonto 1299),Owner's Equity,,,No,,2920,,,,,,,,,,
K2BP7,Gewinnrücklagen,Gewinnrücklagen,Owner's Equity,,,Yes,,K2BP,K2BP7,Gewinnrücklagen,,,,,,,,
K2BP71,Gesetzliche Rücklagen,Gesetzliche Rücklagen,Owner's Equity,,,Yes,,K2BP7,,,,,,,,,,
2930,Gesetzliche Rücklagen,Gesetzliche Rücklagen,Owner's Equity,,,No,,K2BP71,,,,,,,,,,
K2BP72,Rücklage für Eigene Anteile,Rücklage für Eigene Anteile,Owner's Equity,,,Yes,,K2BP7,,,,,,,,,,
2940,Rücklage für Eigene Anteile,Rücklage für Eigene Anteile,Owner's Equity,,,No,,K2BP72,,,,,,,,,,
K2BP73,Satzungsmäßige Rücklagen,Satzungsmäßige Rücklagen,Owner's Equity,,,Yes,,K2BP7,,,,,,,,,,
2950,Satzungsmäßige Rücklagen,Satzungsmäßige Rücklagen,Owner's Equity,,,No,,K2BP73,,,,,,,,,,
K2BP74,Andere Gewinnrücklagen,Andere Gewinnrücklagen,Owner's Equity,,,Yes,,K2BP7,,,,,,,,,,
2960,Andere Gewinnrücklagen ,Andere Gewinnrücklagen ,Owner's Equity,,,Yes,,K2BP74,,,,,,,,,,
2962,Eigenkapitalanteil von Wertaufholungen,Eigenkapitalanteil von Wertaufholungen,Owner's Equity,,,No,,2960,,,,,,,,,,
K2BP8,Gewinnvortrag / Verlustvortrag vor Verwendung,Gewinnvortrag / Verlustvortrag vor Verwendung,Owner's Equity,,,Yes,,K2BP,K2BP8,Gewinnvortrag / Verlustvortrag vor Verwendung,,,,,,,,
K2BP81,Gewinnvortrag / Verlustvortrag,Gewinnvortrag / Verlustvortrag,Owner's Equity,,,Yes,,K2BP8,,,,,,,,,,
2970,Gewinnvortrag vor Verwendung,Year end processing to balance account (Retained Earnings),Liability,,Yes,No,INCOMESUMMARY_ACCT,K2BP81,,,,,,,,,,
2978,Verlustvortrag vor Verwendung,Verlustvortrag vor Verwendung,Owner's Equity,,,No,,K2BP81,,,,,,,,,,
K2BP82,Vortrag auf neue Rechnung ,Vortrag auf neue Rechnung ,Owner's Equity,,,Yes,,K2BP8,,,,,,,,,,
2979,Vortrag auf neue Rechnung (Bilanz),Vortrag auf neue Rechnung (Bilanz),Owner's Equity,,,No,,K2BP82,,,,,,,,,,
K2BP9,Sonderposten mit Rücklageanteil,Sonderposten mit Rücklageanteil,Owner's Equity,,,Yes,,K2BP,K2BP9,Sonderposten mit Rücklageanteil,,,,,,,,
K2BP91,Sonderposten mit Rücklageanteil,Sonderposten mit Rücklageanteil,Owner's Equity,,,Yes,,K2BP9,,,,,,,,,,
2980,Sonderposten mit Rücklageanteil steuerfreie Rücklagen,Sonderposten mit Rücklageanteil steuerfreie Rücklagen,Owner's Equity,,,No,,K2BP91,,,,,,,,,,
2981,Sonderposten mit Rücklageanteil nach § 6b EStG,Sonderposten mit Rücklageanteil nach § 6b EStG,Owner's Equity,,,No,,K2BP91,,,,,,,,,,
2982,Sonderposten mit Rücklageanteil nach Abschnitt 35 EStG,Sonderposten mit Rücklageanteil nach Abschnitt 35 EStG,Owner's Equity,,,No,,K2BP91,,,,,,,,,,
2983,Sonderposten mit Rücklageanteil nach § 6d EStG,Sonderposten mit Rücklageanteil nach § 6d EStG,Owner's Equity,,,No,,K2BP91,,,,,,,,,,
2984,Sonderposten mit Rücklageanteil nach § 1 EntwLStG,Sonderposten mit Rücklageanteil nach § 1 EntwLStG,Owner's Equity,,,No,,K2BP91,,,,,,,,,,
K2BP92,Sonderposten aus der Währungsumstellung auf den Euro,Sonderposten aus der Währungsumstellung auf den Euro,Owner's Equity,,,Yes,,K2BP9,,,,,,,,,,
2985,Sonderposten aus der Währungsumstellung auf den Euro,Sonderposten aus der Währungsumstellung auf den Euro,Owner's Equity,,,No,,K2BP92,,,,,,,,,,
2986,Sonderposten mit Rücklageanteil nach § 7d EStG,Sonderposten mit Rücklageanteil nach § 7d EStG,Owner's Equity,,,No,,K2BP91,,,,,,,,,,
2987,Sonderposten mit Rücklageanteil nach § 79 EStDV,Sonderposten mit Rücklageanteil nach § 79 EStDV,Owner's Equity,,,No,,K2BP91,,,,,,,,,,
2988,Sonderposten mit Rücklageanteil nach § 80 EStDV,Sonderposten mit Rücklageanteil nach § 80 EStDV,Owner's Equity,,,No,,K2BP91,,,,,,,,,,
2989,Sonderposten mit Rücklageanteil nach § 52 Abs. 16 EStG,Sonderposten mit Rücklageanteil nach § 52 Abs. 16 EStG,Owner's Equity,,,No,,K2BP91,,,,,,,,,,
2990,Sonderposten mit Rücklageanteil- Sonderabschreibung,Sonderposten mit Rücklageanteil- Sonderabschreibung,Owner's Equity,,,No,,K2BP91,,,,,,,,,,
2991,Sonderposten mit Rücklageanteil nach § 82a EStDV,Sonderposten mit Rücklageanteil nach § 82a EStDV,Owner's Equity,,,No,,K2BP91,,,,,,,,,,
2992,Sonderposten mit Rücklageanteil nach § 82d EStDV,Sonderposten mit Rücklageanteil nach § 82d EStDV,Owner's Equity,,,No,,K2BP91,,,,,,,,,,
2993,Sonderposten mit Rücklageanteil nach § 82e EStDV,Sonderposten mit Rücklageanteil nach § 82e EStDV,Owner's Equity,,,No,,K2BP91,,,,,,,,,,
2994,Sonderposten mit Rücklageanteil nach § 14 BerlinFG,Sonderposten mit Rücklageanteil nach § 14 BerlinFG,Owner's Equity,,,No,,K2BP91,,,,,,,,,,
2995,Sonderposten mit Rücklageanteil für Förderung nach § 3 ZonenRFG / §4-6 FördergebietsG,Sonderposten mit Rücklageanteil für Förderung nach § 3 ZonenRFG / §4-6 FördergebietsG,Owner's Equity,,,No,,K2BP91,,,,,,,,,,
2996,Sonderposten mit Rücklageanteil nach § 4d EStG,Sonderposten mit Rücklageanteil nach § 4d EStG,Owner's Equity,,,No,,K2BP91,,,,,,,,,,
2997,Sonderposten mit Rücklageanteil nach § 7g Abs. 1 EStG,Sonderposten mit Rücklageanteil nach § 7g Abs. 1 EStG,Owner's Equity,,,No,,K2BP91,,,,,,,,,,
2998,Sonderposten mit Rücklageanteil nach § 7g Abs. 3 u. 7 EStG,Sonderposten mit Rücklageanteil nach § 7g Abs. 3 u. 7 EStG,Owner's Equity,,,No,,K2BP91,,,,,,,,,,
K2BP93,Sonderposten für Zuschüsse und Zulagen,Sonderposten für Zuschüsse und Zulagen,Owner's Equity,,,Yes,,K2BP9,,,,,,,,,,
2999,Sonderposten für Zuschüsse und Zulagen,Sonderposten für Zuschüsse und Zulagen,Owner's Equity,,,No,,K2BP93,,,,,,,,,,
K3BP1,Rückstellungen ,Rückstellungen ,Liability,,,Yes,,K3BP,K3BP1,Rückstellung,,,,,,,,
K3BP11,Rückstellungen für Pensionen und ähnliche Verpflichtungen,Rückstellungen für Pensionen und ähnliche Verpflichtungen,Liability,,,Yes,,K3BP1,,,,,,,,,,
3000,Rückstellungen für Pensionen und ähnliche Verpflichtungen,Rückstellungen für Pensionen und ähnliche Verpflichtungen,Liability,,,Yes,,K3BP11,,,,,,,,,,
3010,Pensionsrückstellungen,Pensionsrückstellungen,Liability,,,No,,3000,,,,,,,,,,
3015,Rückstellungen für Pensionsähnliche Verpflichtungen,Rückstellungen für Pensionsähnliche Verpflichtungen,Liability,,,No,,3000,,,,,,,,,,
K3BP12,Steuerrückstellungen,Steuerrückstellungen,Liability,,,Yes,,K3BP1,,,,,,,,,,
3020,Steuerrückstellungen,Steuerrückstellungen,Liability,,,Yes,,K3BP12,,,,,,,,,,
3030,Gewerbesteuerrückstellung,Gewerbesteuerrückstellung,Liability,,,No,,3020,,,,,,,,,,
3040,Körperschaftsteuerrückstellung,Körperschaftsteuerrückstellung,Liability,,,No,,3020,,,,,,,,,,
3060,Rückstellung für latente Steuern ,Rückstellung für latente Steuern ,Liability,,,No,,3020,,,,,,,,,,
K3BP13,Sonstige Rückstellungen,Sonstige Rückstellungen,Liability,,,Yes,,K3BP1,,,,,,,,,,
3070,Sonstige Rückstellungen,Sonstige Rueckstellungen,Liability,,Yes,No,COMMITMENTOFFSET_ACCT,K3BP13,,,,,,,,,,
3074,Rückstellungen für Personelkosten,Rückstellungen für Personelkosten,Liability,,,No,,3070,,,,,,,,,,
3075,Rückstellungen für unterlassene Aufwendungenn für Instandhaltung- Nachholung in den ersten drei Monaten,Rückstellungen für unterlassene Aufwendungenn für Instandhaltung- Nachholung in den ersten drei Monaten,Liability,,,No,,3070,,,,,,,,,,
3080,Rückstellungen für unterlassene Aufwendungenn für Instandhaltung- Nachholung innerhalb des 4. bis 12. Monats,Rückstellungen für unterlassene Aufwendungenn für Instandhaltung- Nachholung innerhalb des 4. bis 12. Monats,Liability,,,No,,3070,,,,,,,,,,
3085,Rückstellungen für Abraum- und Abfallbeseitigung,Rückstellungen für Abraum- und Abfallbeseitigung,Liability,,,No,,3070,,,,,,,,,,
3090,Rückstellungen für Gewährleistungen (Gegenkonto 6790),Withholding for 1099 or Quality Guarantee,Liability,,Yes,No,WITHHOLDING_ACCT,3070,,,,,,,,,,
3092,Rückstellungen für drohende Verluste aus schwebenden Geschäften,Rückstellungen für drohende Verluste aus schwebenden Geschäften,Liability,,,No,,3070,,,,,,,,,,
3095,Rückstellungen für Abschluss- und Prüfungskosten,Rückstellungen für Abschluss- und Prüfungskosten,Liability,,,No,,3070,,,,,,,,,,
3096,Rückstellungen zur Erfüllung der Aufbewahrungspflichten,Rückstellungen zur Erfüllung der Aufbewahrungspflichten,Liability,,,No,,3070,,,,,,,,,,
3098,Aufwandsrückstellungen gemäß § 249 Abs. 2 HGB,Aufwandsrückstellungen gemäß § 249 Abs. 2 HGB,Liability,,,No,,3070,,,,,,,,,,
3099,Rückstellungen für Umweltschutz,Rückstellungen für Umweltschutz,Liability,,,No,,3070,,,,,,,,,,
K3BP2,Verbindlichkeiten ,Verbindlichkeiten ,Liability,,,Yes,,K3BP,K3BP2,Verbindlichkeiten,,,,,,,,
K3BP21,Anleihen,Anleihen,Liability,,,Yes,,K3BP2,,,,,,,,,,
3100,Anleihen- nicht konvertibel,Anleihen- nicht konvertibel,Liability,,,Yes,,K3BP21,,,,,,,,,,
3101,Anleihen- nicht konvertibel Restlaufzeit bis 1 Jahr,Anleihen- nicht konvertibel Restlaufzeit bis 1 Jahr,Liability,,,No,,3100,,,,,,,,,,
3105,Anleihen- nicht konvertibel Restlaufzeit 1 bis 5 Jahre,Anleihen- nicht konvertibel Restlaufzeit 1 bis 5 Jahre,Liability,,,No,,3100,,,,,,,,,,
3110,Anleihen- nicht konvertibel Restlaufzeit größer 5 Jahre ,Anleihen- nicht konvertibel Restlaufzeit größer 5 Jahre ,Liability,,,No,,3100,,,,,,,,,,
3120,Anleihen- konvertibel,Anleihen- konvertibel,Liability,,,No,,3100,,,,,,,,,,
3121,Anleihen- konvertibel Restlaufzeit bis 1 Jahr,Anleihen- konvertibel Restlaufzeit bis 1 Jahr,Liability,,,No,,3100,,,,,,,,,,
3125,Anleihen- konvertibel Restlaufzeit 1 bis 5 Jahre,Anleihen- konvertibel Restlaufzeit 1 bis 5 Jahre,Liability,,,No,,3100,,,,,,,,,,
3130,Anleihen- konvertibel Restlaufzeit größer 5 Jahr,Anleihen- konvertibel Restlaufzeit größer 5 Jahr,Liability,,,No,,3100,,,,,,,,,,
K3BP22,Verbindlichkeiten gegenüber Kreditinstituten oder Kassenbestand- Bundesbankguthaben- Guthaben bei Kreditinstituten und Schecks,Verbindlichkeiten gegenüber Kreditinstituten oder Kassenbestand- Bundesbankguthaben- Guthaben bei Kreditinstituten und Schecks,Liability,,,Yes,,K3BP2,,,,,,,,,,
3150,Verbindlichkeiten gegenüber Kreditinstituten ,Verbindlichkeiten gegenüber Kreditinstituten ,Liability,,,Yes,,K3BP22,,,,,,,,,,
3151,Verbindlichkeiten gegenüber Kreditinstituten Restlaufzeit bis 1 Jahr,Verbindlichkeiten gegenüber Kreditinstituten Restlaufzeit bis 1 Jahr,Liability,,,No,,3150,,,,,,,,,,
3160,Verbindlichkeiten gegenüber Kreditinstituten Restlaufzeit 1 bis 5 Jahre,Verbindlichkeiten gegenüber Kreditinstituten Restlaufzeit 1 bis 5 Jahre,Liability,,,No,,3150,,,,,,,,,,
3170,Verbindlichkeiten gegenüber Kreditinstituten Restlaufzeit größer 5 Jahre,Verbindlichkeiten gegenüber Kreditinstituten Restlaufzeit größer 5 Jahre,Liability,,,No,,3150,,,,,,,,,,
3180,Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen,Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen,Liability,,,No,,3150,,,,,,,,,,
3181,Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen Restlaufzeit bis 1 Jahr,Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen Restlaufzeit bis 1 Jahr,Liability,,,No,,3150,,,,,,,,,,
3190,Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen Restlaufzeit 1 bis 5 Jahre,Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen Restlaufzeit 1 bis 5 Jahre,Liability,,,No,,3150,,,,,,,,,,
3200,Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen Restlaufzeit größer 5 Jahre,Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen Restlaufzeit größer 5 Jahre,Liability,,,No,,3150,,,,,,,,,,
3210,(frei- in Bilanz kein Restlaufzeit vermerkt,(frei- in Bilanz kein Restlaufzeit vermerkt,Liability,,,No,,3150,,,,,,,,,,
K3BP23,Verbindlichkeiten gegenüber Kreditinstituten ,Verbindlichkeiten gegenüber Kreditinstituten ,Liability,,,Yes,,K3BP2,,,,,,,,,,
3249,Gegenkonto 3159-3209 bei Aufteilung der Konten 3210-3248,Gegenkonto 3159-3209 bei Aufteilung der Konten 3210-3248,Liability,,,No,,K3BP23,,,,,,,,,,
K3BP24,Erhaltene Anzahlungen auf Bestellungen,Erhaltene Anzahlungen auf Bestellungen,Liability,,,Yes,,K3BP2,,,,,,,,,,
3250,Erhaltene Anzahlungen auf Bestellungen,Prepayments for future revenue,Liability,,Yes,No,C_PREPAYMENT_ACCT,K3BP24,,,,,,,,,,
3260,Erhaltene Anzahlungen 7% USt,Erhaltene Anzahlungen 7% USt,Liability,,,No,,3250,,,,,,,,,,
3270,Erhaltene Anzahlungen 16% USt,Erhaltene Anzahlungen 16% USt,Liability,,,No,,3250,,,,,,,,,,
3271,Erhaltene Anzahlungen 15% USt,Erhaltene Anzahlungen 15% USt,Liability,,,No,,3250,,,,,,,,,,
3272,Erhaltene- versteuerte Anzahlungen 19% Ust (Verbindlichkeiten),Erhaltene- versteuerte Anzahlungen 19% Ust (Verbindlichkeiten),Liability,,,No,,3250,,,,,,,,,,
3280,Erhaltene Anzahlungen Restlaufzeit bis 1 Jahr,Erhaltene Anzahlungen Restlaufzeit bis 1 Jahr,Liability,,,No,,3250,,,,,,,,,,
3284,Erhaltene Anzahlungen Restlaufzeit 1 bis 5 Jahre,Erhaltene Anzahlungen Restlaufzeit 1 bis 5 Jahre,Liability,,,No,,3250,,,,,,,,,,
3285,Erhaltene Anzahlungen Restlaufzeit größer 5 Jahre,Erhaltene Anzahlungen Restlaufzeit größer 5 Jahre,Liability,,,No,,3250,,,,,,,,,,
K3BP25,Verbindlichkeiten aus Lieferungen und Leistungen oder sonstige Vermögensgegenstände,Verbindlichkeiten aus Lieferungen und Leistungen oder sonstige Vermögensgegenstände,Liability,,,Yes,,K3BP2,,,,,,,,,,
3300,Verbindlichkeiten aus Lieferungen und Leistungen ,Accounts Payables,Liability,,Yes,No,V_LIABILITY_ACCT,K3BP25,,,,,,,,,,
3301,Lieferanten Verbindlichkeiten Dienstleistungen,Accounts Payables for non-product revenue,Liability,,Yes,No,V_LIABILITY_SERVICES_ACCT,3300,,,,,,,,,,
3305,Verbindlichkeiten aus Lieferungen und Leistungen zum allgemeinen Umsatzsteuersatz (EüR),Verbindlichkeiten aus Lieferungen und Leistungen zum allgemeinen Umsatzsteuersatz (EüR),Liability,,,No,,3300,,,,,,,,,,
3306,Verbindlichkeiten aus Lieferungen und Leistungen zum ermäßigten Umsatzsteuersatz (EüR),Verbindlichkeiten aus Lieferungen und Leistungen zum ermäßigten Umsatzsteuersatz (EüR),Liability,,,No,,3300,,,,,,,,,,
3307,Verbindlichkeiten aus Lieferungen und Leistungen ohne Vorsteuer (EüR),Verbindlichkeiten aus Lieferungen und Leistungen ohne Vorsteuer (EüR),Liability,,,No,,3300,,,,,,,,,,
3309,Gegenkonto 3305-3307 bei Aufteilung der Verbindlichkeiten nach Steuersätzen (EüR),Gegenkonto 3305-3307 bei Aufteilung der Verbindlichkeiten nach Steuersätzen (EüR),Liability,,,No,,3300,,,,,,,,,,
3310,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent ,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent ,Liability,,,No,,3300,,,,,,,,,,
3334,Verbindlichkeiten aus Lieferungen und Leistungen für Investitionen für § 4/3 EStG,Verbindlichkeiten aus Lieferungen und Leistungen für Investitionen für § 4/3 EStG,Liability,,,No,,3300,,,,,,,,,,
3335,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent Restlaufzeit bis 1 Jahr,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent Restlaufzeit bis 1 Jahr,Liability,,,No,,3300,,,,,,,,,,
3337,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent Restlaufzeit 1 bis 5 Jahre,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent Restlaufzeit 1 bis 5 Jahre,Liability,,,No,,3300,,,,,,,,,,
3338,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent Restlaufzeit größer 5 Jahre,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent Restlaufzeit größer 5 Jahre,Liability,,,No,,3300,,,,,,,,,,
3340,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Gesellschaftern ,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Gesellschaftern ,Liability,,,No,,3300,,,,,,,,,,
3341,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Gesellschaftern Restlaufzeit bis 1 Jahr,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Gesellschaftern Restlaufzeit bis 1 Jahr,Liability,,,No,,3300,,,,,,,,,,
3345,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Gesellschaftern Restlaufzeit 1 bis 5 Jahre,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Gesellschaftern Restlaufzeit 1 bis 5 Jahre,Liability,,,No,,3300,,,,,,,,,,
3348,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Gesellschaftern Restlaufzeit größer 5 Jahre,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Gesellschaftern Restlaufzeit größer 5 Jahre,Liability,,,No,,3300,,,,,,,,,,
K3BP26,Verbindlichkeiten aus Lieferungen und Leistungen S-Saldo oder sonstige Vermögensgegenstände H-Saldo,Verbindlichkeiten aus Lieferungen und Leistungen S-Saldo oder sonstige Vermögensgegenstände H-Saldo,Liability,,,Yes,,K3BP2,,,,,,,,,,
3349,Gegenkonto 3335-3348- 3420-3449- 3470-3499 bei Aufteilung Kreditorenkonto,Gegenkonto 3335-3348- 3420-3449- 3470-3499 bei Aufteilung Kreditorenkonto,Liability,,,No,,K3BP26,,,,,,,,,,
K3BP27,Verbindlichkeiten aus der Annahme gezogener Wechsel und aus der Ausstellung eigener Wechsel,Verbindlichkeiten aus der Annahme gezogener Wechsel und aus der Ausstellung eigener Wechsel,Liability,,,Yes,,K3BP2,,,,,,,,,,
3350,Verbindlichkeiten aus der Annahme gezogener Wechsel und aus der Ausstellung eigener Wechsel,Verbindlichkeiten aus der Annahme gezogener Wechsel und aus der Ausstellung eigener Wechsel,Liability,,,Yes,,K3BP27,,,,,,,,,,
3351,Verbindlichkeiten aus der Annahme gezogener Wechsel und aus der Ausstellung eigener Wechsel Restlaufzeit bis 1 Jahr,Verbindlichkeiten aus der Annahme gezogener Wechsel und aus der Ausstellung eigener Wechsel Restlaufzeit bis 1 Jahr,Liability,,,No,,3350,,,,,,,,,,
3380,Verbindlichkeiten aus der Annahme gezogener Wechsel und aus der Ausstellung eigener Wechsel Restlaufzeit 1 bis 5 Jahre,Verbindlichkeiten aus der Annahme gezogener Wechsel und aus der Ausstellung eigener Wechsel Restlaufzeit 1 bis 5 Jahre,Liability,,,No,,3350,,,,,,,,,,
3390,Verbindlichkeiten aus der Annahme gezogener Wechsel und aus der Ausstellung eigener Wechsel Restlaufzeit größer 5 Jahre,Verbindlichkeiten aus der Annahme gezogener Wechsel und aus der Ausstellung eigener Wechsel Restlaufzeit größer 5 Jahre,Liability,,,No,,3350,,,,,,,,,,
K3BP28,Verbindlichkeiten gegenüber verbundenen Unternehmen oder Forderungen gegen verbundene Unternehmen,Verbindlichkeiten gegenüber verbundenen Unternehmen oder Forderungen gegen verbundene Unternehmen,Liability,,,Yes,,K3BP2,,,,,,,,,,
3400,Verbindlichkeiten gegenüber verbundenen Unternehmen,Default Payables account for intercompany trx,Liability,,Yes,No,INTERCOMPANYDUETO_ACCT,K3BP28,,,,,,,,,,
3401,Verbindlichkeiten gegenüber verbundenen Unternehmen Restlaufzeit bis 1 Jahr,Verbindlichkeiten gegenüber verbundenen Unternehmen Restlaufzeit bis 1 Jahr,Liability,,,No,,3400,,,,,,,,,,
3405,Verbindlichkeiten gegenüber verbundenen Unternehmen Restlaufzeit 1 bis 5 Jahre,Verbindlichkeiten gegenüber verbundenen Unternehmen Restlaufzeit 1 bis 5 Jahre,Liability,,,No,,3400,,,,,,,,,,
3410,Verbindlichkeiten gegenüber verbundenen Unternehmen Restlaufzeit größer 5 Jahre,Verbindlichkeiten gegenüber verbundenen Unternehmen Restlaufzeit größer 5 Jahre,Liability,,,No,,3400,,,,,,,,,,
3420,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber verbundenen Unternehmen,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber verbundenen Unternehmen,Liability,,,No,,3400,,,,,,,,,,
