[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],US 1120 Balance Sheet_Name,[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
K1BP1a,Steuerrückstellungen oder sonstige Vermögensgegenstände,Steuerrückstellungen oder sonstige Vermögensgegenstände,Liability,,,Yes,,K1BP1,,,,,,,,,,
1760,Umsatzsteuer nicht fällig,Umsatzsteuer nicht fällig,Liability,,,No,,K1BP1a,,,,,,,,,,
1761,Umsatzsteuer nicht fällig 7%,Umsatzsteuer nicht fällig 7%,Liability,,,No,,K1BP1a,,,,,,,,,,
1762,Umsatzsteuer nicht fällig aus im Inland steuerpflichtigen EG-Lieferant,Umsatzsteuer nicht fällig aus im Inland steuerpflichtigen EG-Lieferant,Liability,,,No,,K1BP1a,,,,,,,,,,
1763,Umsatzsteuer nicht fällig aus im Inland steuerpflichtigen EG-Lieferant 16%,Umsatzsteuer nicht fällig aus im Inland steuerpflichtigen EG-Lieferant 16%,Liability,,,No,,K1BP1a,,,,,,,,,,
1764,Umsatzsteuer nicht fällig aus im Inland steuerpflichtigen EG-Lieferant 19%,Umsatzsteuer nicht fällig aus im Inland steuerpflichtigen EG-Lieferant 19%,Liability,,,No,,K1BP1a,,,,,,,,,,
1765,Umsatzsteuer nicht fällig 16%,Umsatzsteuer nicht fällig 16%,Liability,,,No,,K1BP1a,,,,,,,,,,
1766,Umsatzsteuer nicht fällig 19%,Umsatzsteuer nicht fällig 19%,Liability,,,No,,K1BP1a,,,,,,,,,,
1767,Umsatzsteuer aus im anderen EG-Land steuerpflichtigen Lieferungen,Umsatzsteuer aus im anderen EG-Land steuerpflichtigen Lieferungen,Liability,,,No,,K1BP16,,,,,,,,,,
1768,Umsatzsteuer aus im anderen EG-Land steuerpflichtigen sonstigen Leistungen / Werklieferungen,Umsatzsteuer aus im anderen EG-Land steuerpflichtigen sonstigen Leistungen / Werklieferungen,Liability,,,No,,K1BP16,,,,,,,,,,
1769,Umsatzsteuer aus der Auslagerung von Gegenständen aus einem Umsatzsteuerlager,Umsatzsteuer aus der Auslagerung von Gegenständen aus einem Umsatzsteuerlager,Liability,,,No,,K1BP17,,,,,,,,,,
1770,Umsatzsteuer,Umsatzsteuer,Liability,,Yes,No,T_Dü_ACCT,K1BP17,,,,,,,,,,
1771,Umsatzsteuer 7%,Umsatzsteuer 7%,Liability,,,No,,K1BP17,,,,,,,,,,
1772,Umsatzsteuer aus innergemeinschaftlichem Erwerb,Umsatzsteuer aus innergemeinschaftlichem Erwerb,Liability,,,No,,K1BP17,,,,,,,,,,
1773,Umsatzsteuer aus innergemeinschaftlichem Erwerb 16%,Umsatzsteuer aus innergemeinschaftlichem Erwerb 16%,Liability,,,No,,K1BP17,,,,,,,,,,
1774,Umsatzsteuer aus innergemeinschaftlichem Erwerb 19%,Umsatzsteuer aus innergemeinschaftlichem Erwerb 19%,Liability,,Yes,No,T_LIABILITY_ACCT,K1BP17,,,,,,,,,,
1775,Umsatzsteuer 16%,Umsatzsteuer 16%,Liability,,,No,,K1BP17,,,,,,,,,,
1776,Umsatzsteuer 19%,Umsatzsteuer 19%,Liability,,,No,,K1BP17,,,,,,,,,,
1777,Umsatzsteuer aus im Inland steuerpflichtigen EG-Lieferungen,Umsatzsteuer aus im Inland steuerpflichtigen EG-Lieferungen,Liability,,,No,,K1BP17,,,,,,,,,,
1778,Umsatzsteuer aus im Inland steuerpflichtigen EG-Lieferungen 19%,Umsatzsteuer aus im Inland steuerpflichtigen EG-Lieferungen 19%,Liability,,,No,,K1BP17,,,,,,,,,,
1779,Umsatzsteuer aus innergemeinschaftlichem Erwerb Vorsteuerabzug,Umsatzsteuer aus innergemeinschaftlichem Erwerb Vorsteuerabzug,Liability,,,No,,K1BP17,,,,,,,,,,
1780,Umsatzsteuer-Vorauszahlungen,Umsatzsteuer-Vorauszahlungen,Liability,,,No,,K1BP17,,,,,,,,,,
1781,Umsatzsteuer-Vorauszahlung 1/11,Umsatzsteuer-Vorauszahlung 1/11,Liability,,,No,,K1BP17,,,,,,,,,,
1782,Nachsteuer UstVA Kz. 65,Nachsteuer UstVA Kz. 65,Liability,,,No,,K1BP17,,,,,,,,,,
1783,In Rechnung unrichtig oder unberechtigt ausgewiesene Steuerveträge UstVA Kz. 69,In Rechnung unrichtig oder unberechtigt ausgewiesene Steuerveträge UstVA Kz. 69,Liability,,,No,,K1BP17,,,,,,,,,,
1784,Umsatzsteuer aus innergemeinschaftlichem Erwerb von Neufahrzeugen von Lieferanten ohne Umsatzsteuer-Identifikationsnummer,Umsatzsteuer aus innergemeinschaftlichem Erwerb von Neufahrzeugen von Lieferanten ohne Umsatzsteuer-Identifikationsnummer,Liability,,,No,,K1BP17,,,,,,,,,,
1785,Umsatzsteuer nach § 13b UStG,Umsatzsteuer nach § 13b UStG,Liability,,,No,,K1BP17,,,,,,,,,,
1786,Umsatzsteuer nach § 13b UStG 16%,Umsatzsteuer nach § 13b UStG 16%,Liability,,,No,,K1BP17,,,,,,,,,,
1787,Umsatzsteuer nach § 13b UStG 19%,Umsatzsteuer nach § 13b UStG 19%,Liability,,,No,,K1BP17,,,,,,,,,,
1788,Einfuhrumsatzsteuer aufgeschoben bis,Einfuhrumsatzsteuer aufgeschoben bis,Liability,,,No,,K1BP17,,,,,,,,,,
1789,Umsatzsteuer laufendes Jahr,Umsatzsteuer laufendes Jahr,Liability,,,No,,K1BP17,,,,,,,,,,
1790,Umsatzsteuer Vorjahr,Umsatzsteuer Vorjahr,Liability,,,No,,K1BP17,,,,,,,,,,
1791,Umsatzsteuer frühere Jahre,Umsatzsteuer frühere Jahre,Liability,,,No,,K1BP17,,,,,,,,,,
1792,Sonstige Verrechnungskonten (Interimskonten),Sonstige Verrechnungskonten (Interimskonten),Liability,,,No,,K1BP17,,,,,,,,,,
K1BP1b,Sonstige Vermögensgegenstände H-Saldo,Sonstige Vermögensgegenstände H-Saldo,Liability,,,Yes,,K1BP1,,,,,,,,,,
1793,Verrechnungskonto geleistete Anzahlungen bei Buchung über Kreditkonto,Verrechnungskonto geleistete Anzahlungen bei Buchung über Kreditkonto,Liability,,,No,,K1BP1b,,,,,,,,,,
1795,Verbindlichkeiten im Rahmen der sozialen Sicherheit (für § 4/3 EStG),Verbindlichkeiten im Rahmen der sozialen Sicherheit (für § 4/3 EStG),Liability,,,No,,K1BP1b,,,,,,,,,,
K1BP2,Privat Vollhafter / Einzelunternehmer,Privat Vollhafter / Einzelunternehmer,Owner's Equity,,,Yes,,K1BP,,,,,,,,,,
1800,Privatentnahmen allgemein,Privatentnahmen allgemein,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1801,Privatentnahmen allgemein,Privatentnahmen allgemein,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1802,Privatentnahmen allgemein,Privatentnahmen allgemein,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1803,Privatentnahmen allgemein,Privatentnahmen allgemein,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1804,Privatentnahmen allgemein,Privatentnahmen allgemein,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1805,Privatentnahmen allgemein,Privatentnahmen allgemein,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1806,Privatentnahmen allgemein,Privatentnahmen allgemein,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1807,Privatentnahmen allgemein,Privatentnahmen allgemein,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1808,Privatentnahmen allgemein,Privatentnahmen allgemein,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1809,Privatentnahmen allgemein,Privatentnahmen allgemein,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1810,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1811,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1812,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1813,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1814,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1815,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1816,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1817,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1818,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1819,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1820,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1821,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1822,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1823,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1824,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1825,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1826,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1827,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1828,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1829,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1830,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1831,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1832,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1833,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1834,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1835,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1836,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1837,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1838,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1839,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1840,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1841,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1842,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1843,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1844,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1845,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1846,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1847,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1848,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1849,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1850,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1851,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1852,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1853,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1854,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1855,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1856,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1857,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1858,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1859,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1860,Grundstücksaufwand,Grundstücksaufwand,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1861,Grundstücksaufwand,Grundstücksaufwand,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1862,Grundstücksaufwand,Grundstücksaufwand,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1863,Grundstücksaufwand,Grundstücksaufwand,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1864,Grundstücksaufwand,Grundstücksaufwand,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1865,Grundstücksaufwand,Grundstücksaufwand,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1866,Grundstücksaufwand,Grundstücksaufwand,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1867,Grundstücksaufwand,Grundstücksaufwand,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1868,Grundstücksaufwand,Grundstücksaufwand,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1869,Grundstücksaufwand (Umsatzsteuerschlüssel möglich),Grundstücksaufwand (Umsatzsteuerschlüssel möglich),Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1870,Grundstücksertrag,Grundstücksertrag,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1871,Grundstücksertrag,Grundstücksertrag,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1872,Grundstücksertrag,Grundstücksertrag,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1873,Grundstücksertrag,Grundstücksertrag,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1874,Grundstücksertrag,Grundstücksertrag,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1875,Grundstücksertrag,Grundstücksertrag,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1876,Grundstücksertrag,Grundstücksertrag,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1877,Grundstücksertrag,Grundstücksertrag,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1878,Grundstücksertrag,Grundstücksertrag,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1879,Grundstücksertrag (Umsatzsteuerschlüssel möglich),Grundstücksertrag (Umsatzsteuerschlüssel möglich),Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1880,Unentgeltliche Wertabgaben,Unentgeltliche Wertabgaben,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1881,Unentgeltliche Wertabgaben,Unentgeltliche Wertabgaben,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1882,Unentgeltliche Wertabgaben,Unentgeltliche Wertabgaben,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1883,Unentgeltliche Wertabgaben,Unentgeltliche Wertabgaben,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1884,Unentgeltliche Wertabgaben,Unentgeltliche Wertabgaben,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1885,Unentgeltliche Wertabgaben,Unentgeltliche Wertabgaben,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1886,Unentgeltliche Wertabgaben,Unentgeltliche Wertabgaben,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1887,Unentgeltliche Wertabgaben,Unentgeltliche Wertabgaben,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1888,Unentgeltliche Wertabgaben,Unentgeltliche Wertabgaben,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1889,Unentgeltliche Wertabgaben,Unentgeltliche Wertabgaben,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1890,Privateinlagen,Privateinlagen,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1891,Privateinlagen,Privateinlagen,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1892,Privateinlagen,Privateinlagen,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1893,Privateinlagen,Privateinlagen,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1894,Privateinlagen,Privateinlagen,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1895,Privateinlagen,Privateinlagen,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1896,Privateinlagen,Privateinlagen,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1897,Privateinlagen,Privateinlagen,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1898,Privateinlagen,Privateinlagen,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1899,Privateinlagen,Privateinlagen,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
1900,Privateinlagen,Privateinlagen,Owner's Equity,,,No,,K1BP2,,,,,,,,,,
K1BP3,Privat Teilhafter,Privat Teilhafter,Owner's Equity,,,Yes,,K1BP,,,,,,,,,,
1900,Privatentnahmen allgemein,Privatentnahmen allgemein,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1901,Privatentnahmen allgemein,Privatentnahmen allgemein,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1902,Privatentnahmen allgemein,Privatentnahmen allgemein,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1903,Privatentnahmen allgemein,Privatentnahmen allgemein,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1904,Privatentnahmen allgemein,Privatentnahmen allgemein,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1905,Privatentnahmen allgemein,Privatentnahmen allgemein,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1906,Privatentnahmen allgemein,Privatentnahmen allgemein,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1907,Privatentnahmen allgemein,Privatentnahmen allgemein,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1908,Privatentnahmen allgemein,Privatentnahmen allgemein,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1909,Privatentnahmen allgemein,Privatentnahmen allgemein,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1910,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1911,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1912,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1913,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1914,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1915,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1916,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1917,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1918,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1919,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1920,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1921,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1922,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1923,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1924,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1925,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1926,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1927,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1928,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1929,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1930,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1931,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1932,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1933,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1934,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1935,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1936,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1937,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1938,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1939,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1940,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1941,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1942,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1943,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1944,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1945,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1946,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1947,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1948,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1949,Zuwendungen Spenden,Zuwendungen Spenden,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1950,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1951,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1952,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1953,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1954,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1955,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1956,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1957,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1958,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1959,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1960,Grundstücksaufwand,Grundstücksaufwand,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1961,Grundstücksaufwand,Grundstücksaufwand,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1962,Grundstücksaufwand,Grundstücksaufwand,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1963,Grundstücksaufwand,Grundstücksaufwand,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1964,Grundstücksaufwand,Grundstücksaufwand,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1965,Grundstücksaufwand,Grundstücksaufwand,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1966,Grundstücksaufwand,Grundstücksaufwand,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1967,Grundstücksaufwand,Grundstücksaufwand,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1968,Grundstücksaufwand,Grundstücksaufwand,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1969,Grundstücksaufwand,Grundstücksaufwand,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1970,Grundstücksertrag,Grundstücksertrag,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1971,Grundstücksertrag,Grundstücksertrag,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
1972,Grundstücksertrag,Grundstücksertrag,Owner's Equity,,,No,,K1BP3,,,,,,,,,,
